x;y
0.0;82.79503420923301
1.0;84.46998058645119
2.0;69.19216690179724
5.0;65.82833400139398
7.0;62.60989748512493
9.0;67.41266696279786
43.0;64.05959769561652
49.0;54.18174676833218
51.0;60.09588714304686
52.0;56.46289941820726
69.0;50.072086028003476
76.0;46.5750056604843
94.0;44.25537092174505
99.0;41.53996903408718
100.0;40.11331183141712
