x;y
0.0;88.75377665412721
10.0;90.21422284453195
15.0;73.0047792972671
25.0;83.553540754476
28.0;71.39927143161859
41.0;63.47157270798965
42.0;59.53566097956965
47.0;66.25160554934413
56.0;55.23401855521438
83.0;54.69201667086572
85.0;57.22370990219143
86.0;46.63615099994278
88.0;46.831003091824485
89.0;49.25641506591643
100.0;42.62372177930973
